title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr_rev,director_tr_rev,production_company_tr_roi,English,title_length,rel_month,rel_year
The Sheltering Sky,Adventure,False,25.0,2.075084,1.0,6.4,13.798247,138.0,10,15,211.91043000000002,80.12822999999999,4.24951031943121,True,16,October,1990
The Neverending Story II: The Next Chapter,Drama,True,32.0,16.283667,4.0,5.5,6.658994,89.0,15,16,0.0,21.963614999999997,0.0,True,36,October,1990
Graveyard Shift,Drama,False,10.5,11.582891,3.0,4.5,4.668541,89.0,13,3,8.648989999999998,0.0,5.454249147831692,True,14,October,1990
Jacob's Ladder,Drama,False,25.0,25.965144,2.0,7.3,8.176863,113.0,16,8,218.91184000000004,424.20281800000004,3.453308646185259,True,13,November,1990
Dances with Wolves,Adventure,False,22.0,424.2088480000001,2.0,7.6,11.654349,181.0,57,67,267.87046000000004,0.0,1.0,True,16,November,1990
Child's Play 2,Drama,True,13.0,35.763605,1.0,5.8,14.310479,84.0,10,7,101.16993300000001,0.0,5.649298645223944,True,12,November,1990
Home Alone,Comedy,True,18.0,476.684675,2.0,7.1,0.702543,103.0,31,44,422.54168599999997,34.36847499999999,4.0684231807400995,True,9,November,1990
The Rescuers Down Under,Adventure,True,37.931,47.431461,3.0,6.6,1.562471,77.0,16,20,412.448764,0.0,4.616572392907541,True,20,November,1990
Predator 2,Science Fiction,True,35.0,57.12031800000001,4.0,6.0,11.736241,108.0,38,83,795.652067,22.168358999999995,4.450721457141204,True,9,November,1990
Misery,Drama,False,20.0,61.276872,3.0,7.6,15.020845,107.0,12,29,416.366376,180.704976,2.4836618959762666,True,6,November,1990
Edward Scissorhands,Fantasy,False,20.0,53.0,1.0,7.5,17.612244,105.0,28,14,289.591877,525.616252,4.360240219242328,True,18,December,1990
The Rookie,Action,False,10.0,21.633874,2.0,5.6,8.110591000000001,120.0,34,8,1270.034079,321.17928,3.5840968389660826,True,9,December,1990
Havana,Drama,False,40.0,9.24314,2.0,5.5,10.10753,144.0,18,25,828.5664830000001,480.694391,5.61732217051932,True,6,December,1990
Mermaids,Comedy,False,31.0,35.419397,1.0,6.5,5.55237,110.0,8,15,334.089924,115.594446,3.4771495370598378,True,8,December,1990
Kindergarten Cop,Comedy,True,15.0,201.957688,2.0,5.8,3.67003,111.0,85,35,1065.4515800000001,812.521593,5.971024252039892,True,15,December,1990
The Bonfire of the Vanities,Comedy,False,47.0,15.691192,1.0,5.3,5.507082,125.0,22,12,1127.9587099999999,279.80292299999996,4.107755686784218,True,23,December,1990
The Godfather: Part III,Crime,True,54.0,136.766062,1.0,7.1,17.185349,162.0,38,24,996.50337,495.255369,5.422994515062501,True,20,December,1990
Mannequin Two: On the Move,Fantasy,True,13.0,3.752426,1.0,4.6,2.62835,95.0,65,22,36.894752,5.935269,1.6348847446808508,True,22,January,1991
White Fang,Action,True,14.0,34.79316,3.0,6.5,12.318052,107.0,12,18,553.97038,274.353489,3.948921742581279,True,9,January,1991
Highlander II: The Quickening,Action,True,30.0,15.55634,1.0,4.5,8.032638,91.0,15,5,1776.952125,6.700999999999999,1.0,True,26,January,1991
Meet the Applegates,Comedy,False,5.0,0.485772,,5.0,0.399156,90.0,13,3,267.81764799999996,1.1084620000000003,1.0,True,17,February,1991
Run,Action,False,16.0,4.409328,2.0,5.5,5.857368,91.0,9,4,279.613606,0.0,1.0,True,3,February,1991
The Silence of the Lambs,Crime,True,19.0,272.742922,2.0,8.1,4.307222,119.0,60,83,260.853587,34.82864799999999,3.311575895676047,True,20,February,1991
Sleeping with the Enemy,Drama,False,19.0,174.999005,1.0,6.1,8.560694,99.0,15,54,524.489273,30.028579000000008,4.32943439963889,True,20,February,1991
Nothing but Trouble,Comedy,False,40.0,8.479792999999999,2.0,5.0,10.39662,94.0,11,8,1705.881333,0.0,3.880880357089063,True,17,February,1991
Scenes from a Mall,Comedy,False,3.0,9.563393,2.0,4.8,1.739182,89.0,7,15,477.909267,148.988796,8.109842045203969,True,15,February,1991
The Doors,Drama,False,38.0,34.416893,4.0,6.7,7.829619,140.0,29,51,678.187913,347.41564,8.420512618777787,True,8,March,1991
Closet Land,Drama,False,4.0,0.259012,2.0,6.6,1.456755,94.0,2,5,156.413572,0.0,5.016256902389014,True,10,March,1991
New Jack City,Thriller,False,8.5,47.624253,3.0,6.3,12.979446,97.0,27,11,16.153593,0.0,3.7023044316500036,True,11,March,1991
The Perfect Weapon,Action,False,10.0,14.061360999999998,1.0,6.0,1.634827,87.0,24,2,0.9890000000000008,0.0,5.199954982932487,True,16,March,1991
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,True,25.0,78.0,2.0,5.8,7.994266,88.0,66,14,98.92298,19.104349999999997,6.817345669551431,True,46,March,1991
The Marrying Man,Action,False,26.0,12.454768,1.0,5.0,2.70816,116.0,6,3,1206.742751,0.0,0.275583,True,14,April,1991
Out for Justice,Action,False,14.0,39.673161,3.0,5.9,6.892056,91.0,17,2,334.40389700000003,26.377997,3.7311409770608184,True,13,April,1991
Delicatessen,Comedy,False,4.0,1.794187,8.0,7.4,12.565447,99.0,14,23,0.0,0.0,1.0,False,12,April,1991
Drop Dead Fred,Comedy,False,6.787999999999999,13.878334,1.0,5.9,7.881010000000002,103.0,7,11,344.878126,0.0,10.5337231,True,12,April,1991
Oscar,Action,False,35.0,23.562716,3.0,6.2,6.137796,109.0,34,44,1890.0791390000002,674.05544,8.029765401301518,True,5,April,1991
A Rage in Harlem,Crime,False,8.0,10.4,2.0,5.8,2.404818,115.0,6,2,210.71482699999999,0.0,8.239544074074077,True,13,May,1991
What About Bob?,Comedy,False,35.0,63.71,2.0,6.7,11.787942,100.0,16,11,1932.0654769999999,80.78747999999999,1.0,True,13,May,1991
The Indian Runner,Drama,False,7.0,0.191125,4.0,6.2,7.218957,127.0,13,2,413.15470400000004,0.0,2.9970040727128238,True,15,May,1991
Hudson Hawk,Action,False,65.0,17.21808,2.0,5.4,9.782014,100.0,8,12,590.0451290000001,1.5942340000000002,3.36273316068911,True,10,May,1991
Backdraft,Action,False,75.0,152.368585,3.0,6.4,9.883727,137.0,18,93,509.773358,396.40944400000006,5.50698221752836,True,9,May,1991
Thelma & Louise,Drama,False,16.0,45.361,3.0,7.2,14.785388,130.0,18,54,521.129892,209.744292,0.0,True,13,May,1991
Jungle Fever,Drama,False,14.0,32.482682000000004,2.0,6.0,7.701917999999999,132.0,22,12,53.44903800000001,53.44903800000001,5.305436651574176,True,11,June,1991
City Slickers,Action,True,27.0,179.03379099999995,3.0,6.2,7.334686,112.0,22,14,659.9362679999999,48.572,2.4660916755907847,True,12,June,1991
Don't Tell Mom the Babysitter's Dead,Comedy,False,10.0,25.196249,5.0,5.8,5.402262,105.0,14,10,329.803958,53.652271000000006,1.0,True,31,June,1991
Beastmaster 2: Through the Portal of Time,Action,True,6.0,0.869325,2.0,4.6,4.038283,107.0,23,19,14.249344,0.0,1.0,True,35,June,1991
Robin Hood: Prince of Thieves,Adventure,False,48.0,390.493908,2.0,6.6,10.639244,143.0,35,9,964.1557320000002,0.0,3.7162615871704627,True,25,June,1991
The Rocketeer,Action,False,42.0,62.0,1.0,6.3,10.536644,108.0,71,12,106.92110699999999,222.724172,3.8490776177307837,True,12,June,1991
The Naked Gun 2½: The Smell of Fear,Comedy,True,23.0,86.93041099999998,1.0,6.6,9.794569,85.0,18,8,343.22233900000003,78.75617700000002,5.1990270361481645,True,28,June,1991
Terminator 2: Judgment Day,Action,True,100.0,520.0,5.0,7.7,22.661695,137.0,42,54,1333.339678,351.68775299999993,1.0,True,23,July,1991
Boyz n the Hood,Crime,False,6.5,57.504069,1.0,7.4,6.8665059999999984,112.0,13,14,2.554476000000001,0.0,4.476463464960385,True,12,July,1991
Point Break,Action,False,24.0,83.53195799999997,3.0,6.9,11.453093,120.0,35,13,1199.043381,0.0,1.0295714444444444,True,10,July,1991
Dutch,Comedy,False,17.0,4.603929,2.0,6.4,8.237799,107.0,8,8,163.196665,328.203506,4.430884037829242,True,5,July,1991
The Doctor,Drama,False,12.0,38.120905,1.0,6.6,8.337242,122.0,15,11,308.29632999999995,31.85308,6.856205360072926,True,9,July,1991
Mobsters,Drama,False,23.0,20.24679,1.0,5.7,12.511561,104.0,17,25,510.3340749999999,0.0,5.273466917196809,True,8,July,1991
Double Impact,Thriller,False,15.0,30.102717,1.0,5.3,6.600650999999999,110.0,13,12,195.293669,24.078196,1.0,True,12,July,1991
Hot Shots!,Action,True,26.0,181.096164,1.0,6.4,11.026793,84.0,17,14,736.1869600000001,155.078418,4.369190858935759,True,9,July,1991
Barton Fink,Comedy,False,9.0,6.153939,3.0,7.4,8.387025999999999,116.0,14,16,258.55476,34.260689,4.426765831575931,True,10,August,1991
Rock-A-Doodle,Comedy,False,18.0,11.657385,3.0,5.3,3.602031,77.0,7,18,0.0,27.100027000000004,1.0741028008998874,True,13,August,1991
Return to the Blue Lagoon,Adventure,True,11.0,2.8078540000000003,2.0,5.2,8.929393,98.0,15,14,35.0,0.0,4.5316008275615065,True,21,August,1991
Delirious,Fantasy,False,18.0,5.546827,1.0,5.5,1.33724,96.0,16,23,358.991223,66.673516,2.945374180612573,True,9,August,1991
Pure Luck,Comedy,False,17.01,24.941969,3.0,5.5,2.07443,96.0,7,12,625.8778,0.0,5.197510831450931,True,8,August,1991
Showdown in Little Tokyo,Action,False,8.0,2.275557,2.0,5.7,11.521011,79.0,14,65,30.758211000000003,92.985596,1.0,True,21,August,1991
Harley Davidson and the Marlboro Man,Action,False,23.0,7.434725999999999,3.0,6.1,7.3381880000000015,98.0,16,10,70.580314,7.8408729999999975,2.832520702721683,True,31,August,1991
Child's Play 3,Thriller,True,13.0,20.560255,1.0,5.5,24.515462,90.0,29,27,0.0,0.0,5.1504032034946565,True,12,August,1991
Freddy's Dead: The Final Nightmare,Horror,True,11.0,34.872033,1.0,5.1,11.560358,89.0,32,9,169.46079400000002,0.0,5.899297879525252,True,30,September,1991
The Fisher King,Comedy,False,24.0,41.895491,1.0,7.2,11.184385,137.0,25,12,776.604942,55.477652,2.9185799489747706,True,13,September,1991
Rambling Rose,Drama,False,7.5,6.266621,2.0,6.4,3.399684,112.0,19,4,396.52335600000004,30.343595999999998,1.0,True,12,September,1991
Paradise,Drama,False,34.0,18.634643,4.0,5.6,7.176726,111.0,8,3,169.21702,0.0,1.8202857142857145,True,8,September,1991
Night on Earth,Comedy,False,3.5,2.01581,7.0,7.5,8.291886,129.0,30,17,167.13955600000003,0.0,1.812281387478316,True,12,October,1991
The Super,Comedy,False,22.0,11.000863,3.0,5.5,4.196125,84.0,12,12,980.504048,112.62523200000001,1.0,True,8,October,1991
The Rapture,Mystery,False,1.227401,1.277401,1.0,6.4,8.319631,100.0,15,15,14.835763000000002,0.0,1.0,True,10,October,1991
Shattered,Mystery,False,22.0,11.511031,2.0,6.1,6.851939,98.0,9,10,574.57388,117.462219,3.7510617142857146,True,9,October,1991
Cool as Ice,Drama,False,6.0,1.193062,4.0,4.7,2.329486,91.0,10,34,0.0,0.0,5.118904577156147,True,9,October,1991
Beauty and the Beast,Romance,True,25.0,377.350553,3.0,7.5,23.433511,84.0,21,82,0.0,0.0,3.4459780993129687,True,17,November,1991
Cape Fear,Crime,False,35.0,182.3,4.0,7.0,10.302735,128.0,27,39,1123.423384,172.697808,5.075011710160777,True,8,November,1991
Highway to Hell,Fantasy,False,9.0,0.026055,1.0,6.1,1.80809,94.0,15,5,174.999005,13.878334,1.4319372142857143,True,13,November,1991
The Addams Family,Horror,True,30.0,191.502426,3.0,6.7,12.962525,99.0,19,13,1647.439902,0.0,5.2261490400539605,True,15,November,1991
For the Boys,Music,False,40.0,23.202444,1.0,6.5,10.336913,138.0,7,14,727.892798,67.430615,1.0,True,10,November,1991
Star Trek VI: The Undiscovered Country,Science Fiction,True,27.0,96.9,1.0,6.7,5.90057,113.0,24,14,1619.0465330000002,98.64808200000002,5.24766276397325,True,33,December,1991
Shadows and Fog,Thriller,False,14.0,2.735731,1.0,7.0,8.678022,85.0,21,12,376.49764600000003,248.32485400000002,3.653755693121693,True,13,December,1991
At Play in the Fields of the Lord,Drama,False,36.0,1.345903,2.0,5.8,2.151436,189.0,6,19,571.5280260000001,0.0,5.107301141629434,True,26,December,1991
Bugsy,Drama,False,30.0,49.114016,2.0,6.0,5.5163160000000016,134.0,12,43,388.35344200000003,584.674349,2.8721320798924204,True,5,December,1991
Hook,Adventure,False,70.0,300.854823,2.0,6.7,14.508137,144.0,30,22,2300.907109,3081.177894,3.7788287489177486,True,4,December,1991
The Last Boy Scout,Action,False,29.0,59.509925,3.0,6.5,10.550259,105.0,29,31,469.33022199999994,836.341278,1.0,True,15,December,1991
JFK,Drama,False,40.0,205.405498,4.0,7.5,13.813146,189.0,81,69,1184.474034,381.832533,1.0,True,3,December,1991
The Prince of Tides,Drama,False,30.0,74.787599,1.0,5.9,2.960942,132.0,9,11,875.3224240000001,30.400000000000006,2.6057176753759776,True,16,December,1991
Fried Green Tomatoes,Drama,False,11.0,119.418501,1.0,7.6,6.584254,130.0,18,9,292.382227,0.0,4.980842292284547,True,18,December,1991
The Hand that Rocks the Cradle,Thriller,False,11.7,88.036683,3.0,6.5,6.6727149999999975,110.0,6,13,109.366668,1.2461409999999944,0.40152609523809535,True,25,January,1992
Twin Dragons,Comedy,False,10.0,8.359717,3.0,6.2,10.222076,89.0,20,6,90.141864,3.826459,1.0,False,11,January,1992
Juice,Action,False,5.0,20.14688,1.0,7.0,5.547398,96.0,6,3,0.0,0.0,5.220366306461758,True,5,January,1992
Wayne's World,Music,True,20.0,121.697323,1.0,6.5,10.180776,94.0,18,10,88.09066899999999,0.0,5.216747943536975,True,12,February,1992
Radio Flyer,Drama,False,35.0,4.651977,3.0,6.6,5.6182370000000015,114.0,19,26,113.76067499999999,849.4653290000001,2.599496479569061,True,10,February,1992
Memoirs of an Invisible Man,Comedy,False,40.0,14.358033,5.0,5.7,6.064099,99.0,12,24,525.378632,249.38859699999998,1.0,True,23,February,1992
The Lawnmower Man,Horror,True,10.0,32.101,2.0,5.4,6.685948,108.0,11,11,20.078421999999996,0.0,5.630504006804853,True,15,March,1992
Article 99,Comedy,False,18.0,6.375979,1.0,5.5,2.471038,100.0,7,2,310.898762,102.480841,3.554234935251799,True,9,March,1992
My Cousin Vinny,Comedy,False,11.0,64.088552,3.0,7.3,7.9222160000000015,120.0,11,13,1089.428412,14.643996999999999,4.416552009668587,True,13,March,1992
Basic Instinct,Thriller,True,49.0,352.927224,3.0,6.5,16.628427,127.0,35,20,942.361641,314.31792100000007,2.813883400281418,True,13,March,1992
Noises Off...,Comedy,False,12.0,2.280148,2.0,7.0,4.179487,101.0,15,3,785.51317,73.03300000000002,3.8995490498338867,True,12,March,1992
The Player,Comedy,False,8.0,21.706101,4.0,6.9,6.230854,124.0,70,11,286.17120700000004,82.43999999999998,0.34270554737738196,True,9,April,1992
City of Joy,Drama,False,27.0,14.683921,4.0,6.3,1.408176,132.0,6,3,886.855385,51.91831400000001,3.127790748323152,True,9,April,1992
Like Water for Chocolate,Drama,False,2.0,21.665468,2.0,6.6,4.126083,105.0,15,35,11.990401000000002,0.0,1.0,False,21,April,1992
Lethal Weapon 3,Adventure,True,35.0,321.731527,2.0,6.4,10.786007,118.0,11,20,2050.321612,854.117306,7.836555063829787,True,13,May,1992
Far and Away,Adventure,False,60.0,137.78384,2.0,6.3,7.472753,140.0,15,9,1578.03612,548.7780290000001,4.790891470574848,True,10,May,1992
Alien³,Science Fiction,True,50.0,159.77354499999996,2.0,6.2,17.126768,114.0,25,47,983.1646919999998,0.0,4.53310573536993,True,6,May,1992
Sister Act,Music,True,31.0,231.60515,1.0,6.5,18.83065,100.0,16,6,720.592161,213.95427400000003,5.5203019362920545,True,9,May,1992
Twin Peaks: Fire Walk with Me,Drama,False,10.0,4.160851,3.0,7.3,8.736538000000001,134.0,65,127,32.66034,87.04802900000001,5.432892180630316,True,24,June,1992
Patriot Games,Drama,True,45.0,178.051587,2.0,6.4,11.075674,117.0,26,10,4087.8416140000004,10.517036999999988,5.227722285346552,True,12,June,1992
Batman Returns,Action,True,80.0,280.0,2.0,6.6,15.001681,126.0,11,16,1436.391893,578.616252,9.30211289219458,True,13,June,1992
Unlawful Entry,Crime,False,23.0,57.138719,3.0,5.8,6.477258,117.0,24,3,446.660137,18.532286000000006,2.430101047619047,True,13,June,1992
Boomerang,Comedy,False,40.0,70.1,1.0,5.4,6.506983,117.0,13,6,1456.4013300000001,26.385999999999996,5.194289211123942,True,9,June,1992
A League of Their Own,Comedy,False,40.0,107.458785,2.0,6.8,10.852038,128.0,27,8,887.0859489999999,203.76524899999995,4.442627076991504,True,17,July,1992
Cool World,Animation,False,30.0,14.110589,2.0,4.9,11.781895,102.0,15,43,775.59581,47.732303,5.115653826173803,True,9,July,1992
Honey I Blew Up the Kid,Adventure,True,40.0,58.662452,2.0,4.8,12.337898,89.0,8,15,543.116572,309.146649,4.279823079280655,True,18,July,1992
Rapid Fire,Action,False,10.0,14.356479,1.0,6.2,3.073113,95.0,9,24,26.742556999999998,63.813157,4.497540431099594,True,9,July,1992
Buffy the Vampire Slayer,Action,False,7.0,16.624456,3.0,5.3,4.941989,86.0,15,6,234.72133199999996,0.0,4.473090978096218,True,21,July,1992
Death Becomes Her,Fantasy,False,55.0,149.02265,1.0,6.3,11.017417,104.0,20,8,925.237249,1385.728862,5.187118365534989,True,15,July,1992
Unforgiven,Other,False,14.0,159.157447,2.0,7.7,10.942149,131.0,34,43,1877.383667,342.813154,3.376694016299707,True,10,August,1992
Raising Cain,Drama,False,12.0,37.170057,2.0,5.9,8.816951,91.0,22,23,306.778473,295.494115,5.096831703412558,True,11,August,1992
Braindead,Horror,False,3.0,0.242623,3.0,7.4,13.645568,104.0,16,15,0.0,0.0,1.0,True,9,August,1992
Single White Female,Thriller,True,16.0,48.017402,1.0,6.0,7.246119,107.0,8,9,41.73774800000001,18.666699,2.50310300283491,True,17,August,1992
Diggstown,Action,False,17.0,4.8366370000000005,2.0,6.5,3.622179,98.0,22,3,311.341724,209.90507899999997,2.768837115625502,True,9,August,1992
Stay Tuned,Comedy,False,25.0,10.736401,2.0,6.0,13.72021,87.0,11,12,15.934736999999998,78.099348,3.986015492711284,True,9,August,1992
Strictly Ballroom,Comedy,False,3.0,33.946224,3.0,6.2,3.233531,94.0,14,14,0.0,0.0,1.0,True,16,August,1992
The Gun in Betty Lou's Handbag,Comedy,False,13.0,3.721911,4.0,4.1,1.386549,89.0,12,14,227.55142999999998,11.541758,5.715133733891753,True,25,August,1992
Christopher Columbus: The Discovery,Action,False,40.0,8.251071000000001,1.0,4.3,5.996407,120.0,8,5,824.357293,882.593674,3.8890864077934753,False,32,August,1992
Pet Sematary II,Horror,True,8.0,17.092453,2.0,5.0,6.823445,100.0,7,14,19.41292,57.469467,5.037395586248665,True,13,August,1992
Bitter Moon,Thriller,False,5.0,1.862805,6.0,7.0,11.298195,139.0,13,33,28.917694,82.675201,1.3740031700082995,True,10,September,1992
The Crying Game,Romance,False,3.705538,62.548947,6.0,6.9,7.404329,112.0,18,8,35.438866000000004,13.193946999999994,4.389375555373626,True,13,September,1992
Reservoir Dogs,Crime,False,1.2,14.661007,3.0,8.1,12.22034,99.0,15,63,170.23678099999998,0.0,1.0,True,13,September,1992
Out on a Limb,Comedy,False,11.0,1.659542,1.0,6.1,1.305774,82.0,14,11,320.205951,40.59,5.081060939584115,True,10,September,1992
Wind,Action,False,29.0,5.5195690000000015,2.0,6.1,8.004555,126.0,6,5,351.72988300000003,37.799643,2.693730687701984,True,4,September,1992
Hellraiser III: Hell on Earth,Horror,True,5.0,12.534961,3.0,5.3,6.546551,93.0,15,19,0.0,0.8081139999999998,1.0,True,25,September,1992
Glengarry Glen Ross,Crime,False,12.5,10.725228,3.0,7.5,6.792215,100.0,19,40,1386.772324,9.652209000000001,5.051921904544937,True,17,September,1992
Captain Ron,Action,False,24.0,22.518097,2.0,5.6,5.429614,100.0,17,9,517.744665,14.418921999999998,1.1934006231884058,True,10,September,1992
Mr. Saturday Night,Drama,False,43.0,13.3,3.0,5.2,0.987196,119.0,18,9,329.7733089999999,0.0,2.417447782313252,True,16,September,1992
The Last of the Mohicans,Action,False,40.0,75.50585600000002,1.0,7.1,15.228794,112.0,15,59,100.24508900000001,16.582685999999995,3.8080388999999997,True,20,September,1992
Fortress,Action,True,8.0,6.739141,3.0,5.7,5.970749,95.0,16,49,258.222958,3.284414,0.0,True,8,September,1992
The Mighty Ducks,Comedy,True,10.0,50.752337,1.0,6.4,6.113646,101.0,12,8,151.15254600000003,78.84852,1.0,True,14,October,1992
Under Siege,Action,True,35.0,156.56313899999995,4.0,6.1,9.918269,103.0,17,22,896.924187,39.214991999999995,0.527505025,True,10,October,1992
1492: Conquest of Paradise,Action,False,47.0,7.1913990000000005,9.0,6.1,11.618792,154.0,18,58,1160.9362199999998,255.10529200000002,5.032648358101609,True,23,October,1992
Consenting Adults,Crime,False,18.0,21.591728,3.0,5.6,2.967012,99.0,19,53,272.41505800000004,332.157061,2.184539722222223,True,16,October,1992
Candyman,Drama,True,6.0,25.79231,3.0,6.2,12.721362,99.0,15,42,23.092444000000004,0.00024099999999904753,0.0,True,8,October,1992
Passenger 57,Action,False,15.0,44.06565300000001,1.0,5.6,18.451321,84.0,15,9,154.531652,7.683267000000001,3.7545013929787303,True,11,November,1992
Jennifer Eight,Crime,False,20.0,11.390479,1.0,5.8,4.620936,124.0,7,14,301.362252,0.0,4.907717396822859,True,13,November,1992
Dracula,Romance,False,40.0,215.862692,3.0,7.1,16.777675,128.0,29,15,680.694962,632.021431,1.4371991796043413,True,7,November,1992
Malcolm X,Drama,False,34.0,48.169908,3.0,7.3,14.207001000000002,202.0,69,17,61.20576500000001,85.93172000000001,0.5000392272727274,True,8,November,1992
Home Alone 2: Lost in New York,Comedy,True,18.0,358.991681,2.0,6.3,13.293722,120.0,18,12,1746.87928,532.8841070000001,4.4620278082604905,True,24,November,1992
Aladdin,Animation,True,28.0,504.050219,1.0,7.4,16.357419,90.0,24,100,849.3250540000001,260.9255500000001,3.935942808828081,True,7,November,1992
The Bodyguard,Thriller,False,25.0,411.00674,3.0,6.2,9.805017,129.0,26,56,1286.298385,0.0,19.282220363636366,True,12,November,1992
A Few Good Men,Drama,False,40.0,243.240178,1.0,7.1,12.330249,138.0,16,52,2840.631673,241.98184799999999,1.0,True,11,December,1992
Scent of a Woman,Drama,False,31.0,134.095253,2.0,7.3,14.505987,157.0,43,48,868.2165449999999,354.774084,5.096296124033368,True,13,December,1992
Son of the Pink Panther,Comedy,True,25.0,2.438031,1.0,3.8,3.372523,93.0,15,4,144.353611,367.700511,1.0,True,19,January,1993
"Bodies, Rest & Motion",Drama,False,2.5,0.764083,3.0,4.3,2.296734,95.0,6,2,303.983702,0.0,1.1435471274267917,True,18,January,1993
Body of Evidence,Drama,False,30.0,13.273595000000002,1.0,4.5,4.655727,101.0,11,30,466.52020000000005,0.0,2.6890284653881795,True,14,January,1993
Alive,Action,False,32.0,36.733909,2.0,6.7,8.662287,120.0,40,14,316.23115400000006,53.20818000000001,4.860963539017564,True,5,January,1993
